UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,temperature_gap,power_proxy,wear_per_torque
3036,M17895,M,300.6,309.7,1428,42.6,23,0,No Failure,9.099999999999966,60832.8,0.539906103286385
3037,L50216,L,300.4,309.6,1319,48.1,26,0,No Failure,9.200000000000045,63443.9,0.5405405405405406
3038,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure,9.199999999999989,45854.1,1.1522633744855966
3039,L50218,L,300.4,309.5,1349,50.4,30,0,No Failure,9.100000000000023,67989.59999999999,0.5952380952380952
3040,M17899,M,300.3,309.5,1665,31.4,32,0,No Failure,9.199999999999989,52281.0,1.019108280254777
3041,L50220,L,300.3,309.5,1474,38.7,35,0,No Failure,9.199999999999989,57043.8,0.9043927648578811
3042,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure,9.100000000000023,60022.7,0.9511568123393317
3043,M17902,M,300.2,309.4,1459,43.9,39,0,No Failure,9.199999999999989,64050.1,0.8883826879271071
3044,L50223,L,300.3,309.5,1551,37.9,42,0,No Failure,9.199999999999989,58782.899999999994,1.108179419525066
3045,L50224,L,300.2,309.4,1981,21.4,44,0,No Failure,9.199999999999989,42393.399999999994,2.0560747663551404
3046,L50225,L,300.2,309.4,1526,35.3,46,0,No Failure,9.199999999999989,53867.799999999996,1.303116147308782
3047,M17906,M,300.2,309.4,1501,40.0,48,0,No Failure,9.199999999999989,60040.0,1.2
3048,L50227,L,300.2,309.4,1558,38.3,51,0,No Failure,9.199999999999989,59671.399999999994,1.3315926892950392
3049,L50228,L,300.2,309.3,1532,43.2,53,0,No Failure,9.100000000000023,66182.40000000001,1.2268518518518519
3050,L50229,L,300.1,309.2,1326,55.9,55,0,No Failure,9.099999999999966,74123.4,0.9838998211091234
3051,L50230,L,300.2,309.2,1431,51.3,57,0,No Failure,9.0,73410.3,1.1111111111111112
3052,L50231,L,300.2,309.3,1366,49.3,59,0,No Failure,9.100000000000023,67343.8,1.1967545638945234
3053,L50232,L,300.1,309.2,1421,42.5,61,0,No Failure,9.099999999999966,60392.5,1.4352941176470588
3054,H32467,H,300.2,309.3,1506,35.6,63,0,No Failure,9.100000000000023,53613.6,1.7696629213483146
3055,H32468,H,300.2,309.3,1342,48.7,68,0,No Failure,9.100000000000023,65355.4,1.3963039014373715
3056,L50235,L,300.1,309.2,1427,37.6,73,0,No Failure,9.099999999999966,53655.200000000004,1.9414893617021276
3057,L50236,L,300.2,309.2,1667,29.9,75,0,No Failure,9.0,49843.299999999996,2.508361204013378
3058,L50237,L,300.1,309.1,1400,46.7,77,0,No Failure,9.0,65380.00000000001,1.6488222698072803
3059,L50238,L,300.0,309.0,1709,32.1,79,0,No Failure,9.0,54858.9,2.4610591900311527
3060,M17919,M,300.0,309.0,1368,45.8,81,0,No Failure,9.0,62654.399999999994,1.7685589519650655
3061,L50240,L,300.0,309.1,1882,23.8,84,0,No Failure,9.100000000000023,44791.6,3.5294117647058822
3062,L50241,L,300.1,309.1,1353,58.7,86,0,No Failure,9.0,79421.1,1.465076660988075
3063,L50242,L,299.9,309.0,1553,40.0,88,0,No Failure,9.100000000000023,62120.0,2.2
3064,L50243,L,300.0,309.1,1431,45.4,90,0,No Failure,9.100000000000023,64967.4,1.9823788546255507
3065,M17924,M,300.1,309.1,1731,30.4,92,0,No Failure,9.0,52622.399999999994,3.0263157894736845
3066,M17925,M,300.1,309.2,1687,27.7,95,0,Random Failures,9.099999999999966,46729.9,3.4296028880866425
3067,M17926,M,300.1,309.2,1457,44.3,98,0,No Failure,9.099999999999966,64545.1,2.2121896162528216
3068,L50247,L,300.1,309.2,1533,37.0,101,0,No Failure,9.099999999999966,56721.0,2.72972972972973
3069,H32482,H,300.0,309.0,1622,31.8,103,0,No Failure,9.0,51579.6,3.238993710691824
3070,L50249,L,300.0,309.1,1791,28.2,108,0,No Failure,9.100000000000023,50506.2,3.8297872340425534
3071,L50250,L,300.0,309.1,1631,28.3,110,0,No Failure,9.100000000000023,46157.3,3.8869257950530036
3072,L50251,L,300.0,309.0,2174,16.9,112,0,No Failure,9.0,36740.6,6.627218934911244
3073,L50252,L,300.1,309.0,1314,58.2,114,0,No Failure,8.899999999999977,76474.8,1.958762886597938
3074,L50253,L,300.1,309.1,1478,46.9,116,0,No Failure,9.0,69318.2,2.473347547974414
3075,L50254,L,300.1,309.2,1783,27.3,118,0,No Failure,9.099999999999966,48675.9,4.322344322344322
3076,M17935,M,300.1,309.2,1385,46.1,120,0,No Failure,9.099999999999966,63848.5,2.6030368763557483
3077,L50256,L,300.0,309.2,1444,43.6,123,0,No Failure,9.199999999999989,62958.4,2.8211009174311927
3078,L50257,L,300.1,309.3,1841,23.0,125,0,No Failure,9.199999999999989,42343.0,5.434782608695652
3079,M17938,M,300.1,309.4,1349,56.2,127,0,No Failure,9.299999999999955,75813.8,2.259786476868327
3080,L50259,L,300.1,309.3,1340,56.0,130,0,No Failure,9.199999999999989,75040.0,2.3214285714285716
3081,M17940,M,299.9,309.2,1539,43.2,132,0,No Failure,9.300000000000011,66484.8,3.0555555555555554
3082,M17941,M,300.0,309.3,1932,21.8,135,0,No Failure,9.300000000000011,42117.6,6.192660550458715
3083,M17942,M,300.0,309.3,1407,43.9,138,0,No Failure,9.300000000000011,61767.299999999996,3.143507972665148
3084,L50263,L,300.1,309.3,1712,28.5,141,0,No Failure,9.199999999999989,48792.0,4.947368421052632
3085,H32498,H,300.1,309.4,1329,55.2,143,0,No Failure,9.299999999999955,73360.8,2.5905797101449273
3086,L50265,L,300.1,309.2,1441,42.9,148,0,No Failure,9.099999999999966,61818.9,3.44988344988345
3087,L50266,L,300.0,309.2,1610,32.1,150,0,No Failure,9.199999999999989,51681.0,4.672897196261682
3088,M17947,M,300.0,309.1,1474,45.2,152,0,No Failure,9.100000000000023,66624.8,3.3628318584070795
3089,M17948,M,300.0,309.1,1624,30.8,155,0,No Failure,9.100000000000023,50019.200000000004,5.032467532467533
3090,H32503,H,300.1,309.3,1520,38.2,158,0,No Failure,9.199999999999989,58064.00000000001,4.136125654450262
3091,H32504,H,300.1,309.3,1448,45.8,163,0,No Failure,9.199999999999989,66318.4,3.5589519650655026
3092,L50271,L,300.0,309.3,1558,29.7,168,0,No Failure,9.300000000000011,46272.6,5.656565656565657
3093,M17952,M,300.0,309.3,2293,16.3,170,0,No Failure,9.300000000000011,37375.9,10.429447852760736
3094,L50273,L,300.0,309.3,1397,51.2,173,0,No Failure,9.300000000000011,71526.40000000001,3.37890625
3095,L50274,L,300.0,309.3,1972,22.0,175,0,No Failure,9.300000000000011,43384.0,7.954545454545454
3096,M17955,M,299.9,309.2,1574,36.5,177,0,No Failure,9.300000000000011,57451.0,4.8493150684931505
3097,L50276,L,299.9,309.2,1560,38.9,180,0,No Failure,9.300000000000011,60684.0,4.627249357326479
3098,M17957,M,299.9,309.2,1353,49.8,182,0,No Failure,9.300000000000011,67379.4,3.6546184738955825
3099,M17958,M,299.9,309.2,1389,51.2,185,0,No Failure,9.300000000000011,71116.8,3.61328125
3100,M17959,M,299.9,309.1,1513,43.8,188,0,No Failure,9.200000000000045,66269.4,4.292237442922374
3101,L50280,L,299.8,309.1,1578,42.1,191,0,No Failure,9.300000000000011,66433.8,4.536817102137767
3102,H32515,H,299.8,309.0,1467,37.3,193,0,No Failure,9.199999999999989,54719.1,5.174262734584451
3103,L50282,L,299.9,309.1,1412,48.3,198,0,No Failure,9.200000000000045,68199.59999999999,4.099378881987578
3104,L50283,L,299.8,309.1,1668,30.3,200,0,No Failure,9.300000000000011,50540.4,6.600660066006601
3105,M17964,M,299.8,309.2,1678,29.8,202,0,No Failure,9.399999999999977,50004.4,6.778523489932886
3106,L50285,L,299.8,309.1,1612,35.4,205,0,No Failure,9.300000000000011,57064.799999999996,5.790960451977401
3107,L50286,L,299.8,309.1,1485,39.9,207,0,No Failure,9.300000000000011,59251.5,5.18796992481203
3108,M17967,M,299.8,309.1,1456,39.4,209,0,No Failure,9.300000000000011,57366.4,5.304568527918782
3109,L50288,L,299.8,309.2,1504,38.7,212,0,No Failure,9.399999999999977,58204.8,5.478036175710594
3110,L50289,L,299.9,309.2,1491,44.3,214,0,No Failure,9.300000000000011,66051.3,4.830699774266366
3111,H32524,H,299.9,309.2,1525,33.2,0,0,No Failure,9.300000000000011,50630.00000000001,0.0
3112,L50291,L,300.0,309.2,1759,27.9,5,0,No Failure,9.199999999999989,49076.1,0.17921146953405018
3113,M17972,M,299.8,309.1,1355,56.7,7,0,No Failure,9.300000000000011,76828.5,0.12345679012345678
3114,M17973,M,299.9,309.1,1345,56.8,10,0,No Failure,9.200000000000045,76396.0,0.17605633802816903
3115,M17974,M,299.9,309.2,1683,30.5,13,0,No Failure,9.300000000000011,51331.5,0.4262295081967213
3116,L50295,L,299.9,309.2,1658,34.8,16,0,No Failure,9.300000000000011,57698.399999999994,0.4597701149425288
3117,L50296,L,300.0,309.2,1566,34.4,18,0,No Failure,9.199999999999989,53870.399999999994,0.5232558139534884
3118,M17977,M,300.1,309.3,1469,43.9,20,0,No Failure,9.199999999999989,64489.1,0.45558086560364464
3119,M17978,M,300.2,309.5,1458,46.9,23,0,No Failure,9.300000000000011,68380.2,0.49040511727078895
3120,L50299,L,300.1,309.4,1858,23.6,26,0,No Failure,9.299999999999955,43848.8,1.1016949152542372
3121,H32534,H,300.1,309.4,1563,40.8,28,0,No Failure,9.299999999999955,63770.399999999994,0.6862745098039216
3122,L50301,L,300.1,309.4,2141,17.9,33,0,No Failure,9.299999999999955,38323.899999999994,1.8435754189944136
3123,L50302,L,300.0,309.3,1473,46.0,35,0,No Failure,9.300000000000011,67758.0,0.7608695652173914
3124,H32537,H,300.0,309.4,1498,38.5,37,0,No Failure,9.399999999999977,57673.0,0.961038961038961
3125,L50304,L,300.1,309.4,1568,39.7,42,0,No Failure,9.299999999999955,62249.600000000006,1.0579345088161207
3126,L50305,L,300.1,309.4,1694,27.4,44,0,No Failure,9.299999999999955,46415.6,1.6058394160583942
3127,L50306,L,300.0,309.4,1499,35.7,46,0,No Failure,9.399999999999977,53514.3,1.2885154061624648
3128,L50307,L,300.0,309.5,1717,28.3,48,0,No Failure,9.5,48591.1,1.696113074204947
3129,M17988,M,300.1,309.5,1462,42.8,50,0,No Failure,9.399999999999977,62573.6,1.1682242990654206
3130,L50309,L,300.1,309.6,1642,34.5,53,0,No Failure,9.5,56649.0,1.536231884057971
3131,L50310,L,300.1,309.6,1760,25.4,55,0,No Failure,9.5,44704.0,2.1653543307086616
3132,L50311,L,300.1,309.5,1660,32.7,57,0,No Failure,9.399999999999977,54282.00000000001,1.7431192660550456
3133,L50312,L,300.1,309.5,1557,40.6,59,0,No Failure,9.399999999999977,63214.200000000004,1.4532019704433496
3134,H32547,H,300.2,309.6,1442,49.2,61,0,No Failure,9.400000000000034,70946.40000000001,1.2398373983739837
3135,L50314,L,300.2,309.6,1359,51.5,66,0,No Failure,9.400000000000034,69988.5,1.2815533980582525
3136,L50315,L,300.4,309.8,1342,52.5,68,0,No Failure,9.400000000000034,70455.0,1.2952380952380953
3137,L50316,L,300.4,309.9,1435,54.8,70,0,No Failure,9.5,78638.0,1.2773722627737227
3138,L50317,L,300.4,309.9,1567,36.5,72,0,No Failure,9.5,57195.5,1.9726027397260273
3139,L50318,L,300.4,309.9,1376,43.5,74,0,No Failure,9.5,59856.0,1.7011494252873562
3140,H32553,H,300.4,309.9,1513,38.7,76,0,No Failure,9.5,58553.100000000006,1.9638242894056845
3141,H32554,H,300.4,309.9,2563,12.8,81,1,Power Failure,9.5,32806.4,6.328125
3142,L50321,L,300.5,310.0,1521,45.1,86,0,No Failure,9.5,68597.1,1.9068736141906872
3143,L50322,L,300.6,310.0,1658,34.7,88,0,No Failure,9.399999999999977,57532.600000000006,2.536023054755043
3144,H32557,H,300.6,310.0,1419,42.4,90,0,No Failure,9.399999999999977,60165.6,2.1226415094339623
3145,M18004,M,300.6,310.0,1478,36.3,95,0,No Failure,9.399999999999977,53651.399999999994,2.6170798898071626
3146,M18005,M,300.5,310.0,1415,43.5,98,0,No Failure,9.5,61552.5,2.2528735632183907
3147,M18006,M,300.5,309.9,1780,26.5,101,0,No Failure,9.399999999999977,47170.0,3.811320754716981
3148,M18007,M,300.4,309.7,1440,42.8,104,0,No Failure,9.300000000000011,61631.99999999999,2.429906542056075
3149,H32562,H,300.4,309.8,1448,39.7,107,0,No Failure,9.400000000000034,57485.600000000006,2.695214105793451
3150,H32563,H,300.4,309.7,1500,35.2,112,0,No Failure,9.300000000000011,52800.00000000001,3.1818181818181817
3151,L50330,L,300.4,309.8,1513,32.9,117,0,No Failure,9.400000000000034,49777.7,3.556231003039514
3152,L50331,L,300.5,309.8,1428,43.8,119,0,No Failure,9.300000000000011,62546.399999999994,2.71689497716895
3153,M18012,M,300.5,309.8,1473,42.3,121,0,No Failure,9.300000000000011,62307.899999999994,2.860520094562648
3154,M18013,M,300.5,309.9,1483,49.3,124,0,No Failure,9.399999999999977,73111.9,2.515212981744422
3155,L50334,L,300.4,309.7,1534,42.5,127,0,No Failure,9.300000000000011,65195.0,2.988235294117647
3156,L50335,L,300.5,309.8,1367,54.0,129,0,No Failure,9.300000000000011,73818.0,2.388888888888889
3157,L50336,L,300.4,309.7,1467,36.9,131,0,No Failure,9.300000000000011,54132.299999999996,3.5501355013550135
3158,M18017,M,300.4,309.7,1488,42.2,133,0,No Failure,9.300000000000011,62793.600000000006,3.1516587677725116
3159,L50338,L,300.4,309.7,1679,30.1,136,0,No Failure,9.300000000000011,50537.9,4.518272425249169
3160,H32573,H,300.4,309.8,1409,47.5,138,0,No Failure,9.400000000000034,66927.5,2.905263157894737
3161,M18020,M,300.4,309.7,1367,51.2,143,0,No Failure,9.300000000000011,69990.40000000001,2.79296875
3162,L50341,L,300.4,309.8,1314,63.1,146,0,No Failure,9.400000000000034,82913.40000000001,2.3137876386687797
3163,L50342,L,300.5,309.9,1480,40.0,148,0,No Failure,9.399999999999977,59200.0,3.7
3164,L50343,L,300.4,309.8,1549,38.9,150,0,No Failure,9.400000000000034,60256.1,3.856041131105399
3165,L50344,L,300.4,309.7,1685,31.3,152,0,No Failure,9.300000000000011,52740.5,4.856230031948882
3166,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure,9.200000000000045,52992.0,4.463768115942029
3167,M18026,M,300.4,309.7,1539,37.7,156,0,No Failure,9.300000000000011,58020.3,4.137931034482758
3168,L50347,L,300.4,309.7,1384,45.1,159,0,No Failure,9.300000000000011,62418.4,3.52549889135255
3169,M18028,M,300.4,309.6,1614,30.3,161,0,No Failure,9.200000000000045,48904.200000000004,5.313531353135313
3170,M18029,M,300.4,309.6,1675,35.5,164,0,No Failure,9.200000000000045,59462.5,4.619718309859155
3171,M18030,M,300.4,309.7,1685,32.3,167,0,No Failure,9.300000000000011,54425.49999999999,5.170278637770898
3172,L50351,L,300.4,309.6,1386,56.9,170,0,No Failure,9.200000000000045,78863.4,2.9876977152899826
3173,M18032,M,300.3,309.6,1488,41.3,172,0,No Failure,9.300000000000011,61454.399999999994,4.164648910411622
3174,L50353,L,300.3,309.6,1624,32.6,175,0,No Failure,9.300000000000011,52942.4,5.368098159509202
3175,L50354,L,300.3,309.6,1600,34.6,177,0,No Failure,9.300000000000011,55360.0,5.115606936416185
3176,L50355,L,300.3,309.6,1468,44.7,179,0,No Failure,9.300000000000011,65619.6,4.004474272930649
3177,L50356,L,300.3,309.6,1435,45.4,181,0,No Failure,9.300000000000011,65149.0,3.986784140969163
3178,M18037,M,300.2,309.5,1564,33.4,183,0,No Failure,9.300000000000011,52237.6,5.479041916167665
3179,M18038,M,300.2,309.4,1329,53.6,186,0,No Failure,9.199999999999989,71234.40000000001,3.470149253731343
3180,L50359,L,300.1,309.3,1570,36.8,189,0,No Failure,9.199999999999989,57775.99999999999,5.135869565217392
3181,M18040,M,300.2,309.4,1433,48.8,191,0,No Failure,9.199999999999989,69930.4,3.9139344262295084
3182,L50361,L,300.2,309.4,1527,37.0,194,0,No Failure,9.199999999999989,56499.0,5.243243243243243
3183,M18042,M,300.1,309.3,1443,50.3,196,0,No Failure,9.199999999999989,72582.9,3.89662027833002
3184,L50363,L,300.1,309.3,1616,32.0,199,0,No Failure,9.199999999999989,51712.0,6.21875
3185,L50364,L,300.1,309.3,1654,31.0,201,0,No Failure,9.199999999999989,51274.0,6.483870967741935
3186,L50365,L,300.1,309.3,1685,27.1,203,0,No Failure,9.199999999999989,45663.5,7.490774907749077
3187,M18046,M,300.2,309.4,1456,48.8,205,0,No Failure,9.199999999999989,71052.8,4.200819672131148
3188,M18047,M,300.2,309.4,1752,27.8,208,0,No Failure,9.199999999999989,48705.6,7.482014388489208
3189,M18048,M,300.1,309.2,1438,51.0,211,0,No Failure,9.099999999999966,73338.0,4.137254901960785
3190,L50369,L,300.1,309.1,1551,33.7,214,0,No Failure,9.0,52268.700000000004,6.350148367952522
3191,L50370,L,300.1,309.2,1599,30.1,216,0,No Failure,9.099999999999966,48129.9,7.176079734219269
3192,M18051,M,300.1,309.2,1732,33.7,218,0,No Failure,9.099999999999966,58368.4,6.4688427299703255
3193,M18052,M,300.1,309.2,1418,39.8,221,0,No Failure,9.099999999999966,56436.399999999994,5.552763819095478
3194,L50373,L,300.0,309.1,1401,44.5,0,0,No Failure,9.100000000000023,62344.5,0.0
3195,L50374,L,300.0,309.0,1454,51.7,2,0,No Failure,9.0,75171.8,0.03868471953578336
3196,M18055,M,300.0,309.2,1635,32.4,4,0,No Failure,9.199999999999989,52974.0,0.1234567901234568
3197,L50376,L,300.0,309.1,1489,40.3,7,0,No Failure,9.100000000000023,60006.7,0.17369727047146402
3198,L50377,L,300.0,309.1,1465,40.6,9,0,No Failure,9.100000000000023,59479.0,0.22167487684729062
3199,M18058,M,300.0,309.1,1463,45.7,11,0,No Failure,9.100000000000023,66859.1,0.24070021881838072
3200,H32613,H,300.1,309.1,1560,35.4,14,0,No Failure,9.0,55224.0,0.3954802259887006
3201,M18060,M,300.1,309.2,1454,44.4,19,0,No Failure,9.099999999999966,64557.6,0.42792792792792794
3202,L50381,L,300.2,309.1,1479,47.0,22,0,No Failure,8.900000000000034,69513.0,0.46808510638297873
3203,L50382,L,300.2,309.2,1430,43.4,24,0,No Failure,9.0,62062.0,0.5529953917050692
3204,M18063,M,300.1,309.1,1533,38.0,26,0,No Failure,9.0,58254.0,0.6842105263157895
3205,L50384,L,300.1,309.0,1404,54.8,29,0,No Failure,8.899999999999977,76939.2,0.5291970802919709
3206,M18065,M,300.1,308.9,1548,38.4,31,0,No Failure,8.799999999999955,59443.2,0.8072916666666667
3207,M18066,M,300.1,309.0,1612,33.0,34,0,No Failure,8.899999999999977,53196.0,1.0303030303030303
3208,M18067,M,300.2,309.0,1642,31.2,37,0,No Failure,8.800000000000011,51230.4,1.185897435897436
3209,M18068,M,300.2,309.1,1406,42.2,40,0,No Failure,8.900000000000034,59333.200000000004,0.947867298578199
3210,L50389,L,300.3,309.2,1587,31.4,43,0,No Failure,8.899999999999977,49831.799999999996,1.3694267515923568
3211,M18070,M,300.3,309.2,1364,47.6,45,0,No Failure,8.899999999999977,64926.4,0.9453781512605042
3212,L50391,L,300.3,309.2,1462,51.4,48,0,No Failure,8.899999999999977,75146.8,0.933852140077821
3213,L50392,L,300.3,309.2,1649,32.4,50,0,No Failure,8.899999999999977,53427.6,1.5432098765432098
3214,L50393,L,300.4,309.2,1752,29.0,52,0,No Failure,8.800000000000011,50808.0,1.793103448275862
3215,H32628,H,300.4,309.3,1396,51.2,54,0,No Failure,8.900000000000034,71475.2,1.0546875
3216,M18075,M,300.5,309.4,2179,16.3,59,0,No Failure,8.899999999999977,35517.700000000004,3.6196319018404908
3217,L50396,L,300.5,309.5,1653,27.6,62,0,No Failure,9.0,45622.8,2.2463768115942027
3218,L50397,L,300.6,309.5,2025,21.4,64,0,No Failure,8.899999999999977,43335.0,2.990654205607477
3219,L50398,L,300.6,309.6,1426,53.6,66,0,No Failure,9.0,76433.6,1.2313432835820894
3220,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure,9.0,57715.2,1.7708333333333335
3221,M18080,M,300.7,309.6,1525,36.5,71,0,No Failure,8.900000000000034,55662.5,1.9452054794520548
3222,L50401,L,300.6,309.6,1423,49.1,74,0,No Failure,9.0,69869.3,1.5071283095723014
3223,M18082,M,300.7,309.7,1435,44.7,76,0,No Failure,9.0,64144.50000000001,1.7002237136465324
3224,H32637,H,300.6,309.5,1495,36.5,79,0,No Failure,8.899999999999977,54567.5,2.164383561643836
3225,M18084,M,300.6,309.5,1557,33.8,84,0,No Failure,8.899999999999977,52626.6,2.4852071005917162
3226,L50405,L,300.6,309.4,1474,40.7,87,0,No Failure,8.799999999999955,59991.8,2.1375921375921374
3227,L50406,L,300.5,309.3,1465,46.0,89,0,No Failure,8.800000000000011,67390.0,1.934782608695652
3228,M18087,M,300.5,309.3,1589,34.9,91,0,No Failure,8.800000000000011,55456.1,2.6074498567335245
3229,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure,8.800000000000011,69030.0,2.0085470085470085
3230,L50409,L,300.6,309.4,1442,43.2,96,0,No Failure,8.799999999999955,62294.4,2.222222222222222
3231,L50410,L,300.6,309.4,1556,36.0,98,0,No Failure,8.799999999999955,56016.0,2.7222222222222223
3232,L50411,L,300.7,309.3,1425,45.3,100,0,No Failure,8.600000000000023,64552.49999999999,2.207505518763797
3233,L50412,L,300.7,309.3,1580,38.3,102,0,No Failure,8.600000000000023,60513.99999999999,2.6631853785900783
3234,H32647,H,300.8,309.4,1474,40.7,104,0,No Failure,8.599999999999966,59991.8,2.555282555282555
3235,L50414,L,300.8,309.4,1489,38.4,109,0,No Failure,8.599999999999966,57177.6,2.838541666666667
3236,L50415,L,300.8,309.4,1946,20.5,111,0,No Failure,8.599999999999966,39893.0,5.414634146341464
3237,M18096,M,300.8,309.4,1342,62.4,113,1,Heat Dissipation Failure,8.599999999999966,83740.8,1.810897435897436
3238,M18097,M,300.9,309.5,1758,26.8,116,0,No Failure,8.600000000000023,47114.4,4.3283582089552235
3239,M18098,M,300.9,309.4,1724,25.6,119,0,No Failure,8.5,44134.4,4.6484375
3240,L50419,L,301.0,309.5,1430,48.5,122,0,No Failure,8.5,69355.0,2.515463917525773
3241,L50420,L,300.9,309.5,1612,35.2,124,0,No Failure,8.600000000000023,56742.4,3.5227272727272725
3242,H32655,H,300.9,309.5,1469,43.4,126,0,No Failure,8.600000000000023,63754.6,2.903225806451613
3243,L50422,L,300.9,309.6,1384,42.4,131,0,No Failure,8.700000000000045,58681.6,3.089622641509434
3244,L50423,L,301.0,309.6,1724,28.1,133,0,No Failure,8.600000000000023,48444.4,4.733096085409253
3245,M18104,M,301.0,309.6,1397,48.0,135,0,No Failure,8.600000000000023,67056.0,2.8125
3246,M18105,M,301.0,309.6,1588,32.7,138,0,No Failure,8.600000000000023,51927.600000000006,4.220183486238532
3247,L50426,L,301.0,309.7,1468,42.0,141,0,No Failure,8.699999999999989,61656.0,3.357142857142857
3248,M18107,M,301.0,309.8,1594,31.1,143,0,No Failure,8.800000000000011,49573.4,4.598070739549839
3249,M18108,M,301.0,309.7,1511,39.3,146,0,No Failure,8.699999999999989,59382.299999999996,3.7150127226463106
3250,L50429,L,301.1,309.8,1493,38.9,149,0,No Failure,8.699999999999989,58077.7,3.830334190231363
3251,H32664,H,301.2,309.8,1709,27.0,151,0,No Failure,8.600000000000023,46143.0,5.592592592592593
3252,L50431,L,301.1,309.6,1501,36.1,156,0,No Failure,8.5,54186.1,4.321329639889196
3253,L50432,L,301.1,309.7,1668,30.8,158,0,No Failure,8.599999999999966,51374.4,5.12987012987013
3254,L50433,L,301.1,309.6,1502,48.9,160,0,No Failure,8.5,73447.8,3.2719836400817996
3255,M18114,M,301.0,309.7,1288,58.4,162,0,No Failure,8.699999999999989,75219.2,2.7739726027397262
3256,L50435,L,301.0,309.7,1491,42.9,165,0,No Failure,8.699999999999989,63963.9,3.8461538461538463
3257,L50436,L,301.1,309.8,1519,39.6,167,0,No Failure,8.699999999999989,60152.4,4.217171717171717
3258,L50437,L,301.2,309.9,1984,19.7,169,0,No Failure,8.699999999999989,39084.799999999996,8.578680203045685
3259,L50438,L,301.2,309.9,1643,32.9,171,0,No Failure,8.699999999999989,54054.7,5.197568389057751
3260,M18119,M,301.2,310.0,1625,31.6,173,0,No Failure,8.800000000000011,51350.0,5.474683544303797
3261,M18120,M,301.3,310.0,2068,17.8,176,0,No Failure,8.699999999999989,36810.4,9.887640449438202
3262,H32675,H,301.3,310.1,1469,39.7,179,0,No Failure,8.800000000000011,58319.3,4.5088161209068005
3263,L50442,L,301.3,310.1,1558,36.3,184,0,No Failure,8.800000000000011,56555.399999999994,5.0688705234159785
3264,L50443,L,301.3,310.0,1344,54.8,186,0,No Failure,8.699999999999989,73651.2,3.394160583941606
3265,H32678,H,301.3,310.1,1455,44.1,188,0,No Failure,8.800000000000011,64165.5,4.263038548752834
3266,L50445,L,301.3,310.1,1355,53.6,193,0,No Failure,8.800000000000011,72628.0,3.6007462686567164
3267,L50446,L,301.3,310.1,1269,56.8,195,1,Overstrain Failure,8.800000000000011,72079.2,3.433098591549296
3268,L50447,L,301.3,310.0,1550,41.5,197,0,No Failure,8.699999999999989,64325.0,4.746987951807229
3269,M18128,M,301.3,310.1,1525,37.8,199,0,No Failure,8.800000000000011,57644.99999999999,5.264550264550265
3270,M18129,M,301.3,310.0,1696,32.4,202,0,No Failure,8.699999999999989,54950.399999999994,6.234567901234568
3271,L50450,L,301.4,310.1,1937,21.8,205,0,No Failure,8.700000000000045,42226.6,9.403669724770642
3272,M18131,M,301.4,310.0,1689,32.1,207,0,No Failure,8.600000000000023,54216.9,6.4485981308411215
3273,M18132,M,301.3,310.0,1593,30.8,210,0,No Failure,8.699999999999989,49064.4,6.818181818181818
3274,M18133,M,301.3,309.9,1565,36.0,213,0,No Failure,8.599999999999966,56340.0,5.916666666666667
3275,L50454,L,301.3,310.0,1665,31.4,0,0,No Failure,8.699999999999989,52281.0,0.0
3276,H32689,H,301.3,310.0,1532,36.3,2,0,No Failure,8.699999999999989,55611.6,0.05509641873278237
3277,L50456,L,301.3,310.0,1438,40.9,7,0,No Failure,8.699999999999989,58814.2,0.17114914425427874
3278,L50457,L,301.3,310.1,1531,41.6,9,0,No Failure,8.800000000000011,63689.6,0.21634615384615383
3279,L50458,L,301.3,310.0,1506,40.8,11,0,No Failure,8.699999999999989,61444.799999999996,0.26960784313725494
3280,L50459,L,301.2,309.9,1382,52.4,13,0,No Failure,8.699999999999989,72416.8,0.2480916030534351
3281,M18140,M,301.2,309.9,1456,50.8,15,0,No Failure,8.699999999999989,73964.8,0.29527559055118113
3282,M18141,M,301.2,310.0,1445,45.6,18,0,No Failure,8.800000000000011,65892.0,0.39473684210526316
3283,L50462,L,301.2,309.9,1515,40.9,21,0,No Failure,8.699999999999989,61963.5,0.5134474327628362
3284,L50463,L,301.2,309.9,1449,45.5,23,0,No Failure,8.699999999999989,65929.5,0.5054945054945055
3285,H32698,H,301.2,309.9,1362,50.7,25,0,No Failure,8.699999999999989,69053.40000000001,0.49309664694280075
3286,L50465,L,301.2,309.9,1687,29.7,30,0,No Failure,8.699999999999989,50103.9,1.0101010101010102
3287,L50466,L,301.2,310.0,1618,37.6,32,0,No Failure,8.800000000000011,60836.8,0.851063829787234
3288,M18147,M,301.2,310.1,1558,32.6,34,0,No Failure,8.900000000000034,50790.8,1.0429447852760736
3289,L50468,L,301.3,310.1,1662,31.0,37,0,No Failure,8.800000000000011,51522.0,1.1935483870967742
3290,M18149,M,301.2,310.1,1295,56.6,39,0,No Failure,8.900000000000034,73297.0,0.6890459363957597
